Dataset,FileName,text,label2a,Starting,Ending
Switchboard,sw03990-B_021776-022292,yeah and average is like you know it's supposed to be like sixteen eighteen you know,0,,
Switchboard,sw02575-A_011028-012367,and i think that it might stop us some problems later on i mean you know y- these kids will get their their heads on straight and and figure out what they want to do instead of hanging around street corners selling drugs or something,0,,
Switchboard,sw02870-A_044132-044300,and,0,,
Switchboard,sw04185-A_022048-022722,right there is hypocrites everywhere anytime you have uh a group of people [laughter],1,,
Switchboard,sw03584-B_022000-022151,yeah,0,,
Switchboard,sw02267-B_030158-030920,as there are i mean and and and they just don't stop with breaking in i mean usually they'll kill you you know for for twenty dollars in your pocket,0,,
Switchboard,sw02896-A_016734-016862,uh-huh,0,,
Switchboard,sw03310-A_028536-028683,um-hum,0,,
Switchboard,sw03963-B_012382-013615,i bought a more expensive camera but you know i think when uh when i was in college i was always buying like just cheap stuff stuff that would make do and that's the kind of stuff i took back because you bring it home and you're like oh well this sucks you know,0,,
Switchboard,sw02757-B_042151-042575,but that doesn't say that you're not going to walk outside and three days later shoot somebody,0,,
Switchboard,sw02937-B_041784-043193,um-hum and you have to really do some research or you do not find out who is legitimate and who is not and sometimes finding out who is legitimate and who is not is more difficult than finding out public information about people,0,,
Switchboard,sw02339-B_008120-008314,and go up there fairly often,0,,
Switchboard,sw03790-A_006350-007541,and so a lot of people like the 49ers because steve young plays for them uh jim mcmahon plays for the chicago bears so they cheered for him you know when he played for them but he kind of got to be a jerk so nobody liked him anyway but,1,,
Switchboard,sw04129-B_005123-005498,because of all the costs of the appeals and all that you know,0,,
Switchboard,sw02983-B_031546-032726,he he'll come home though and i mean he'll shoot when he was shooting in the hundreds and he'd tell me what a great day he had and about this great shot he made and everything i try not to laugh yeah this one on this one hole [laughter],0,,
Switchboard,sw04363-B_005883-007307,yeah that's kind of that's kind of strange it's too much running for me in in college football i like i like the pros they do you know it's more high tech more you know pl- players are apt to act a little bit different when they when their jobs and their when it's a job and not just,0,,
Switchboard,sw04664-B_022180-022426,it alway- it usually is,0,,
Switchboard,sw03125-A_028972-029688,or a st- a fan stands up or i'm looking at the cheerleaders or the clowns,1,,
Switchboard,sw03906-A_022599-022763,um,0,,
Switchboard,sw04222-A_020097-020363,and other that be [vocalized-noise],0,,
Switchboard,sw02925-B_049049-049328,i would have stopped at nothing to ensure they were dead,1,,
Switchboard,sw03374-B_009999-010682,um i guess it depends on what the nursing home's like because there's some very nice ones that i wouldn't mind checking into it myself,0,,
Switchboard,sw02420-A_018703-018941,then the saudi arabians will just shoot them,0,,
Switchboard,sw03074-B_043240-043939,of the american public i think what they will do is start paying mexico to take our trash,0,,
Switchboard,sw02378-A_021456-022095,you know it's either it's either you go out and you and you steal something or you you bash somebody over the head,1,,
Switchboard,sw02776-B_036418-036598,dr price,0,,
Switchboard,sw03568-A_010715-011137,and you just don't i guess you know i'm just really stupid i just didn't realize,0,,
Switchboard,sw04503-B_026147-026668,i mean is he [vocalized-noise] you think he's he may be failing a class but he's not an idiot [laughter],0,,
Switchboard,sw02884-B_034539-034734,right there that'll kill you,0,,
Switchboard,sw03514-B_027290-027556,hum,0,,
Switchboard,sw04046-A_010466-010674,yeah what the heck,1,,
Switchboard,sw03654-B_011193-011930,well i'd shoot it more often it wasn't against the city ordinance those birds steal my dog's bird dog food my i don't think that's fair,1,,
Switchboard,sw04637-A_029390-029660,r- right uh,0,,
Switchboard,sw02504-A_001532-002774,and they really don't listen to any of the issues anymore because they feel like so many of the politicians are like crooked you know and so they figure why go out and vote you know they're going to do what they want to do they're corrupt anyway,1,,
Switchboard,sw02637-A_009089-010275,the dinner table there h- there does have to be something to go on to or you just kind of sit around and everybody goes to sleep and gets bored you know there's got to be a a silly game or a,0,,
Switchboard,sw04170-A_015812-016675,you know they wanna find out how come butterflies do fly and all other kinds and i think that's kind of stupid,1,,
Switchboard,sw02488-B_035108-035589,and he's taken them and and raped them and then brought them right back and just kind of thrown them out of the car in their front yard and,0,,
Switchboard,sw02517-B_035124-035546,and uh she'll jump all over it and tear it to shreds,0,,
Switchboard,sw02282-B_040575-041597,what they did is they usually hired kids to do this because you uh would get a you know a lighter sentence or no sentence or probation or you know something trivial and it'd be the same damn kids,0,,
Switchboard,sw02352-A_021061-021384,that's right or they starve to death because they can't swallow,1,,
Switchboard,sw02490-B_030120-030679,started letting me shoot like a little air b._b. gun when i was probably five or six years old but,0,,
Switchboard,sw04630-A_000004-000174,um i basically,0,,
Switchboard,sw03348-B_016157-016647,um-hum it was like three dollars i've i like that it's it's pretty cool,0,,
Switchboard,sw03315-B_015742-015932,they're stupid [laughter],1,,
Switchboard,sw02180-A_048765-049348,and then last week someone shot and killed the former policeman,0,,
Switchboard,sw03923-A_003363-003722,oh he turned you in [laughter] huh,0,,
Switchboard,sw03188-B_029238-029847,but i didn't realize what you know a pain it is to clean the brushes and everything if you don't have latex i don't know if it's worth the shi-,0,,
Switchboard,sw02481-A_029116-029448,th- you you have to be you have to be dead set against it,0,,
Switchboard,sw02245-A_047131-047517,they're not going to come up with a peace plan or any of this kind of crap,1,,
Switchboard,sw02502-B_048224-048574,so i think it is communication it's just oopsy,0,,
Switchboard,sw02345-A_054464-055368,i don't know they just hit the jewel- well i guess if they knew their jewelry they knew the- but they did take some cubic zirconiums too i had a ring that they looked awfully real,0,,
Switchboard,sw02245-A_040464-041213,i mean they've poured billions of dollars into this stuff but those stupid people can't read comic strips i mean how do you expect them to operate tanks,1,,
Switchboard,sw02882-A_042798-043940,um plus they're all you you have to play the people that have been in power now uh [noise] most of them are i think are are crooks,1,,
Switchboard,sw04759-B_009289-010065,yeah [noise] it uh it would be nice if we didn't have to touch the money he has taken out and put in savings,0,,
Switchboard,sw02189-A_028833-028975,well heck you,1,,
Switchboard,sw02796-A_008504-008994,if one of us are out in the yard you know he wants to jump and play and lick a,0,,
Switchboard,sw02693-A_019467-019556,um-hum,0,,
Switchboard,sw03908-A_021820-021945,um,0,,
Switchboard,sw03508-A_026227-026463,on the truck instead of two,0,,
Switchboard,sw03678-A_028765-029033,well even if they don't they can still take the test,0,,
Switchboard,sw03877-A_029076-029475,i got a ways to go before they leave me [laughter],0,,
Switchboard,sw02735-A_022171-022286,um,0,,
Switchboard,sw02934-B_022299-022599,kind of wiped them ou-,0,,
Switchboard,sw02793-A_045594-045826,well or not give a year but,0,,
Switchboard,sw04246-A_019016-020041,uh i think that's real important and if we if we don't look at that closely we could be really screwing ourselves uh,0,,
Switchboard,sw02703-B_053495-054719,well not really now my son does i have i have a son that just turned sixteen and he reads everything he gets he gets his get his hands on he's reading a dick vitelle book right now because he's a real big dick vitelle fan he's a basketball fan because he,0,,
Switchboard,sw04861-A_000776-002137,uh people including i mean mostly the government but also you know a lot of americans i think that it's a disease of of a certain population i meaning um homosexuals and and uh intravenous drug users,1,,
Switchboard,sw02383-B_017887-019148,ha- they don't even a lot of the school systems don't even uh the kids nowadays don't even know what what the president's uh fitness education program's all about they don't have to do sit-ups and push-ups and all that crap we had to do when we were going to school,0,,
Switchboard,sw03578-A_027371-028434,you bet or what if you're my age and your your daughter was raped by someone you know who did it oh gosh you know that would be a tough time holding any father in his right mind down,0,,
Switchboard,sw03272-A_014133-014581,so i mean sure they have weapons to kill us over and over and over but,0,,
Switchboard,sw04218-A_011247-011690,so do you feel people are uh hoarding [laughter] their garbage,1,,
Switchboard,sw02611-B_032389-032895,oh me to boy i have to h- hunt them down [laughter],1,,
Switchboard,sw03922-B_007614-008581,uh-huh yeah i know what you mean right yeah i uh well i work for lomas mortgage and um,0,,
Switchboard,sw04801-A_005319-005806,hip on it too i guess they do it by lethal injection at huntsville,0,,
Switchboard,sw02941-B_051667-051969,and he's into this fading crap you know,0,,
Switchboard,sw03038-B_000090-000268,okay,0,,
Switchboard,sw02994-A_013985-014758,that that might be a better way to do it and then people would would know that it was gonna cost them money to not sort their trash,0,,
Switchboard,sw03033-B_034638-035640,and uh i thought i'll i'll either be working on this constantly or i'm never going to have these finished by christmas but they really did turn out pretty i was really pleased with them,0,,
Switchboard,sw04262-B_016044-016449,and if the teacher was an idiot which did happen,1,,
Switchboard,sw02823-A_018965-019792,and what the his um company does for us is we allot a certain amount and like you said uh,0,,
Switchboard,sw02810-B_045994-046144,uh-huh,0,,
Switchboard,sw02310-A_010380-010873,it was it was it was it was pretty interesting uh did you have any pets when you were growing up,0,,
Switchboard,sw03596-B_008059-008181,yeah yeah,0,,
Switchboard,sw02616-A_015750-017136,and on the other side i see myself again and i got to shoot myself you know [noise] i got to shoot somebody tha- -t's got the same family that i do you know the same relationships that i do and just because i was born here i've got to shoot them down,1,,
Switchboard,sw04184-B_002843-004098,and i'm taking care of his dog and uh and i had just got the kitten when he asked me that and he says well my dog doesn't like cats and i said well we won't tell him it's a c- we won't tell her it's a cat,0,,
Switchboard,sw04523-B_021149-022235,yeah up here you know we have a lot of hunters up here if you go just to the south of uh rochester here you have a bunch of state parks and there's a lot of hunting that goes on and uh,0,,
Switchboard,sw03602-A_029488-029613,yes,0,,
Switchboard,sw03746-B_012554-012980,one through ten on it and every time you go they just punch it for you,0,,
Switchboard,sw02695-B_055346-055598,because you always wondered,0,,
Switchboard,sw02625-A_035631-036070,oh oh the all in the ha family right right right,0,,
Switchboard,sw02572-B_020497-021157,there was a thing recently in the paper there was a bill in front of the state legislature that was going to allow,0,,
Switchboard,sw02666-B_004908-006165,uh it's i mean i mean even the what is it america's funniest videos there's just there's something about that i don't i don't know if it's the simplicity of it or just the total stupidity of it [laughter] that is good,1,,
Switchboard,sw02311-B_031569-031645,uh-huh,0,,
Switchboard,sw03933-A_028066-029228,it is to be an o._t. or a p._t. and having been a volunteer they'll certainly see people on the job and recognize well this is really what i wanna do i wanna spend three or four years getting this experience,0,,
Switchboard,sw04068-A_017758-017925,of killing somebody,0,,
Switchboard,sw03334-B_004178-005113,it's got to be tough but i mean uh uh i'm you sure you still have to you know let them know how you feel [noise],0,,
Switchboard,sw02273-B_003994-004782,well he's yeah he's been gone for about seven months now we're expecting him to be getting home here before too much longer hopefully [laughter],0,,
Switchboard,sw02576-B_022011-022137,um,0,,
Switchboard,sw02150-B_007698-008074,yeah i i'm wondering though,0,,
Switchboard,sw02470-A_031945-032846,uh i i execute on a three eighty six machine that is attached to the mainframe as a s- as a intelligent work station but i use it,0,,
Switchboard,sw02650-B_012371-013239,she's kind of a wimp and and the cat kind of rules but uh uh she she likes him all right he we had another cat uh,1,,
Switchboard,sw04096-A_025559-025950,so his solution was to burn plastic collect it and burn it,0,,
Switchboard,sw03644-A_021605-022165,and it when they eliminated death penalty all kinds of things changed,0,,
Switchboard,sw02482-A_008664-008987,parents are a curse that they just have to live with,1,,
Switchboard,sw04272-B_009676-010018,that's a clear case of a person who should be executed,1,,
Switchboard,sw03657-A_015524-015668,yes,0,,
Switchboard,sw04272-A_015521-015958,if uh if you don't execute sick people,1,,
Switchboard,sw03007-B_035050-035827,i the it's called a an animal's critical span which basically translates to how much shit will it take before it bites you,0,,
Switchboard,sw04315-B_026532-027321,maybe that was uh what got him off or made him uh not get the death penalty because they can prove that he's insane then i- i don't think you get the death penalty,1,,
Switchboard,sw02150-A_045274-045773,my mom would probably kill us but [laughter],0,,
Switchboard,sw02437-A_012214-012388,oh really,0,,
Switchboard,sw02995-B_033233-033799,and uh reputable and they know that hey we're backing it one hundred percent,0,,
Switchboard,sw04306-B_028576-029013,instead of not guilty because you're insane,1,,
Switchboard,sw04208-A_015344-016178,shoot in the last five or six years if i hadn't had access to a computer i would really be screwed in a big way [laughter] you know because i've,0,,
Switchboard,sw02530-B_025172-025455,we mainly just did a bit of black and white it's,0,,
Switchboard,sw02333-B_006220-006917,what does he do does he just do the people the are there just stupid people where you live or something okay,1,,
Switchboard,sw03769-B_006006-006491,well nearby we're almost in dallas we're just north of dallas,0,,
Switchboard,sw02157-B_014500-014689,uh,0,,
Switchboard,sw03973-B_023092-023361,right right,0,,
Switchboard,sw02777-A_010500-011287,sort of you g- you got to blame them but you understand what they're why they don't do it you just have to educate these people,0,,
Switchboard,sw04145-B_023493-024298,that you makes makes you wonder whether they're just not jerks or not i mean they just do crazy thing they they're not breaking the law but they just do some crazy things and,1,,
Switchboard,sw03578-A_017607-018563,a rapist goes out and for that guy to walk free if i mean he deserves to be executed as far as i'm concerned if they get the hard facts on him and he is guilty,1,,
Switchboard,sw02602-A_040934-041580,yeah i think we we kind of shoot ourselves in the foot that way too it's bad enough that the soviets do it,0,,
Switchboard,sw03948-A_027545-027668,[laughter],0,,
Switchboard,sw04294-B_000000-000030,[noise],0,,
Switchboard,sw02715-B_031799-032907,uh one is for your normal cra- trash and one is just for paper and they uh they had a big campaign for it and there's a list of things that you're allowed to put in the paper bin,0,,
Switchboard,sw02862-B_022133-022414,yeah they play two or three times a week,0,,
Switchboard,sw04066-A_022048-022323,that these people ought to get the death penalty,1,,
Switchboard,sw02634-B_056101-056550,because i have sent the clearest signal you mess with me you mess with my family i'm going to dust you,1,,
Switchboard,sw03975-A_019712-020273,um-hum yes uh-huh you troll with them troll for them yes,1,,
Switchboard,sw03635-B_014392-014504,and,0,,
Switchboard,sw02999-A_011282-011538,you know i really did mail it in time,0,,
Switchboard,sw02507-B_015874-016596,uh but i'm sure that they get a lot of publicity there's probably a lot of people that get shot with guns by equally mentally deranged people,1,,
Switchboard,sw02597-A_017026-017103,um-hum,0,,
Switchboard,sw02640-A_025961-026346,[vocalized-noise] trying to heal the world when you're so sick yourself you know so,0,,
Switchboard,sw04038-B_022245-022369,um,0,,
Switchboard,sw04270-B_028378-029409,and it seemed like really stupid that that they should even have that option for for such a small amount that our founding fathers didn't understand the economic principles involved,1,,
Switchboard,sw02894-A_001444-002151,well i u- i used to be i- i was in the scouts for probably close to twenty years and i- i got my fill of it,0,,
Switchboard,sw04696-B_017248-017393,um,0,,
Switchboard,sw03218-A_002990-003501,i know how that it is because until like a few days ago i had a little miniature pinscher,0,,
Switchboard,sw03876-A_007395-008509,no we have a pilot program in arlington going on i think in the north part of the city where they're having people separate the garbage as the trash as they put it out,0,,
Switchboard,sw03309-B_009864-010004,yeah,0,,
Switchboard,sw02768-B_030654-030756,right,0,,
Switchboard,sw02270-A_006972-007376,or no let's see uh dick tracy i did we did see dick tracy so that's,1,,
Switchboard,sw03944-B_000487-001478,well i like them because i can read them at my convenience and i don't like a lot of the ads i get in them especially those stupid cards that fall out of them all the time,0,,
Switchboard,sw02203-A_025849-026120,yeah i it it's,0,,
Switchboard,sw02535-B_010168-010343,um,0,,
Switchboard,sw02879-A_035737-035867,uh-huh,0,,
Switchboard,sw02256-B_033491-033615,you know it's,0,,
Switchboard,sw04027-A_018743-018927,that's ridiculous,1,,
Switchboard,sw03527-B_008999-009155,yes,0,,
Switchboard,sw02484-A_006615-007811,but he deserved it i probably would have bit his finger off too if he was trying to strangle me or beat me up you know if i could have gotten his hand in my mouth i'd have bit him just like this guy did he was scared he was a kid,1,,
Switchboard,sw02546-B_011203-012504,who's been to trial and has been in and out of jail you know basically a a three time loser for the twelfth time you know and he goes out and kills somebody he's not going to be reformed he's not going to get any better you know it's it's not going a,1,,
Switchboard,sw02763-B_044527-044936,that you can come back and and rat on them and they'll get them that way,0,,
Switchboard,sw02674-B_033615-033909,you know rapes and brutalizes a woman and,0,,
Switchboard,sw03431-B_021719-021865,um,0,,
Switchboard,sw03164-A_006599-006956,uh-huh i knew they were gonna show his butt in there somewhere,1,,
Switchboard,sw02970-A_039083-039434,you can't trust anybody it's it's really scary,0,,
Switchboard,sw02338-A_050685-051143,i think it would be wrong for us to kill him for the americans to kill him,0,,
Switchboard,sw02446-B_029026-029828,but boy there is a there is a bad uh uh you know the old brash ugly american type,1,,
Switchboard,sw04111-A_007997-009346,penal people's rights and i don't think they have the right to take away a life no i think definitely there should be uh severe punishment uh to deter other people from,0,,
Switchboard,sw03737-B_003912-004472,some what younger and then i just kind of got tired of it because they were all a little pig headed and,1,,
Switchboard,sw04914-A_003193-003744,under windows which basically is the same thing i think [laughter],0,,
Switchboard,sw04752-B_005015-006251,um i came from a smaller town in in new york and cri- the city was fairly big size or not real big but we had a problem there but here it's just no comparison that much more crime uh,0,,
Switchboard,sw03051-B_028059-028270,yeah uh-huh,0,,
Switchboard,sw03969-B_022172-023569,i don't know but i mean and his songs uh uh were you know i liked them uh were they weren't that silly country western stuff that you know they used to do years ago you know with with dopey lyrics you know very simple lyrics,1,,
Switchboard,sw03647-A_012632-013543,as opposed to going out and getting health insurance on an individual basis because i had to do that at one time when i wasn't employed with a large corporation,0,,
Switchboard,sw03232-A_003682-003965,[noise] well what took you to north carolina,0,,
Switchboard,sw03430-A_017209-018212,and that's utterly ridiculous clothing has just gotten totally out of sight and i hate to spend you know a hundred and fifty dollars for a dress that's made in taiwan,1,,
Switchboard,sw02310-A_053548-053906,so i- i can i can get in without him but he's he's he's fat as a,1,,
Switchboard,sw04871-A_017848-018452,uh our drug problem for us here's some money go shoot people with it you know [laughter],1,,
Switchboard,sw02935-A_001512-001807,[laughter],0,,
Switchboard,sw03644-A_011937-012229,the death penalty should be available almost any,1,,
Switchboard,sw02770-B_021404-022269,you'd be one of these people that dumps the kittens off on the side of the road you know they're they're they're getting old now and it's time to get rid of them so,0,,
Switchboard,sw02550-B_045088-045382,um the worst person,1,,
Switchboard,sw02091-A_042756-043594,yeah those those men are homosexual like uh what's that pierre cardin and and uh halston course he died of aids so there that's proof,1,,
Switchboard,sw04214-A_013784-014344,at the time that we got tiffany we name him before we realize what his sex was,0,,
Switchboard,sw02294-A_031047-031649,you go out there and you kill somebody you rob a gas station or a drug store and you shoot somebody,0,,
Switchboard,sw02898-B_030649-031680,i'm kind of racist i guess when i say uh i like to see the white guys do well you know [laughter] instead of the run and gun all the time,1,,
Switchboard,sw02396-A_024450-025089,he was a real dumb dog nobody wanted him the puppy was just one of these dogs just as dumb as a stick,1,,
Switchboard,sw02963-B_020140-020561,and like i said we was just stupid kids we was like eight and ten years old,0,,
Switchboard,sw02668-A_021453-022549,then when my children are old enough to go to college i'll get a equity loan which will increase my mortgage so i'll be able to get money to send them to college and then get the mortgage interest deduction part,0,,
Switchboard,sw02965-A_043565-043831,um i bought an audi five thousand,0,,
Switchboard,sw02312-A_047230-047387,[laughter] yeah,0,,
Switchboard,sw03700-A_016646-016798,what's uh,0,,
Switchboard,sw03090-A_039516-039722,[noise],0,,
Switchboard,sw03399-B_022409-023072,yeah but they styles come and go all the time though it's just ridiculous fads in and out,0,,
Switchboard,sw02130-A_021762-022362,uh it'll be interesting to see what comes out of it whether the this opposition will,0,,
Switchboard,sw02718-A_042362-042558,senseless,1,,
Switchboard,sw03155-A_028651-029067,darn well here here's another one that i've seen i saw um,0,,
Switchboard,sw02332-A_016335-016470,well i,0,,
Switchboard,sw03723-B_013525-014200,and that's something that i'm motivated about now because i do need to get myself feeling better and just in better shape but,0,,
Switchboard,sw02825-A_030777-030898,okay,0,,
Switchboard,sw02575-A_054199-054580,far better for them to sit on their butts and draw the money,1,,
Switchboard,sw03822-B_012488-012824,immigrants from uh mexico and stuff so,0,,
Switchboard,sw02830-B_056205-056593,that's the girls i lived with a- you know other than that i'm sure they watched,0,,
Switchboard,sw04940-B_006646-006964,the worst one for smog is mexico city,0,,
Switchboard,sw02629-A_057944-058890,and they have them year round at least they die out kind of in the wintertime here in the yard down there they don't they're are just and they are big suckers i mean big,1,,
Switchboard,sw03563-A_022862-023269,you bet i think they're fools if they ever bring him back [laughter],1,,
Switchboard,sw04080-B_005402-005771,i just think i i think it's ridiculous i mean,0,,
Switchboard,sw02747-A_018347-019040,and then the rest of it is just you know goes to the landfill i guess or whatever they whatever they incinerate it maybe,0,,
Switchboard,sw04012-B_022820-023629,well they generate all kinds of possible reasons that they might be able to appeal uh you know they they're they're trying to generate,0,,
Switchboard,sw02731-A_058795-059329,well there that's your your professional army uh that's your first line of defense [laughter],0,,
Switchboard,sw02925-B_037099-037627,yeah he's just basically crazy he's he's been he's been in prisons you know a couple times,1,,
Switchboard,sw02267-A_035457-035852,yeah but uh i know my um roommate,0,,
Switchboard,sw02578-A_026972-027910,books out now that are kind of garbage books and i well i don't prefer to read a lot of the things like you might find at uh,0,,
Switchboard,sw02687-B_010407-010669,uh killed her so nothing was ever done to him,0,,
Switchboard,sw04022-A_007624-008072,i believe it was dukakis but i i can't,0,,
Switchboard,sw04172-A_024474-024604,sure,0,,
Switchboard,sw03310-B_018387-018548,well i'll be darned,0,,
Switchboard,sw04180-A_000543-000746,about right or,0,,
Switchboard,sw04642-B_028016-028927,yeah and so idiots as we were neither one of us knew much about cars we you know they told us we just had to have one and we bought one,0,,
Switchboard,sw02371-B_022778-023222,yeah and you can do your fires and everything and then move on,0,,
Switchboard,sw02316-B_049676-050238,you uh have to learn you aren't given the chance to you know screw off all the time,1,,
Switchboard,sw03928-A_013453-014392,this boss well maybe that might be a little harsh and he said no i'm not talking about firing him for doing the drugs i'm talking about firing him because he's so stupid that they would continue to do it a-,1,,
Switchboard,sw04122-B_025009-026056,most of the benefits are pretty good the hospital benefits and and they let you pick your own doctor you have your choice actually if um it's better they give you a list,0,,
Switchboard,sw04146-B_013229-014540,um-hum uh trial well one thing is we do not have a trial by peers anymore uh that's that that is g- go- gone out gone out the door for one thing,0,,
Switchboard,sw02329-B_006434-006589,oh really,0,,
Switchboard,sw04523-A_014620-015700,yeah that that is true um as a as a toy you know i mean if you call a gun a toy they would be it would be interesting to have one shoot one but uh,0,,
Switchboard,sw04032-A_020423-020611,uh oh shoot,0,,
Switchboard,sw04049-A_011971-012597,i just thought it was dumb of the company at a point where they were trying to convince me to to want to work for them,1,,
Switchboard,sw03148-A_036539-036774,at least not now but uh,0,,
Switchboard,sw02938-A_027612-028291,it would make me sick and i'd be real tired anyway just from walking along the highway,0,,
Switchboard,sw03958-A_021956-022154,feel it in your neck in other words,0,,
Switchboard,sw03665-A_020401-020577,[laughter],0,,
Switchboard,sw02108-A_028462-029845,yellowstone yellowstone is just too crowded though it's not a lot of fun with a whole bunch of people around and these stupid bears i mean they're almost tame they come up begging for hand outs you know course i'm,1,,
Switchboard,sw02664-A_010427-011546,i mean i- i can tolerate a lot of different things and i can you know i can tolerate a certain amount of of rap but if i have to listen to two songs in a row i'm ready to shoot somebody,1,,
Switchboard,sw02863-A_058563-059878,and i'm a u._t. freak too i mean i'm a a university of texas fan so i followed earl campbell over to the oilers and and uh you know i kept up with that as well and and i was i was just crazy about him so i,0,,
Switchboard,sw02778-A_027480-028379,you know not buy those styrofoam cups not buy individual aluminum cans if you're going to buy soda but get some you know larger reusable cheaper container and things like that,0,,
Switchboard,sw04684-A_009213-009738,i'm sure that the perception in other places is that these guys are a bunch of bullies,1,,
Switchboard,sw02054-B_059147-059506,um we've got onions and potatoes and um,0,,
Switchboard,sw04758-B_008085-008219,[laughter],0,,
Switchboard,sw04146-B_015600-016478,so particular so particularly for famous trials what that indicates is that the only people who are really at that jury are idiots [laughter],1,,
Switchboard,sw04290-B_006086-006540,yeah the the the other things you always do oh geez shoot [laughter],0,,
Switchboard,sw02608-B_018698-018834,uh-huh,0,,
Switchboard,sw02777-B_028843-029819,um and you know i know there's some real radicals out there and and that that'll tend to turn you off anytime and think that they're you know full of baloney and they're not,1,,
Switchboard,sw02701-A_009254-009633,but some of the other ones like i've been getting into l. a. law and,0,,
Switchboard,sw03930-B_010102-010681,um i'm with you i think if they if they've killed somebody they should they should pay for it,1,,
Switchboard,sw02267-B_005359-005786,is it's kind of ridiculous if there's not some kind of control on those,0,,
Switchboard,sw02926-B_051141-051380,um-hum yeah,0,,
Switchboard,sw02465-A_001652-001833,what processor does it have in it,0,,
Switchboard,sw02379-B_016288-016403,um,0,,
Switchboard,sw04725-A_009197-010120,i- i always over pay my my deductions so i wind up with my getting money back on my uh from my uh withholding,0,,
Switchboard,sw03201-A_027642-028160,it was nice talking to you bye-bye [noise],0,,
Switchboard,sw02938-B_035267-035672,and they're you know they're just doing a lot of uh lot of stuff,0,,
Switchboard,sw03509-B_020750-021093,they do it by uh by l- do it by lethal injection,0,,
Switchboard,sw02319-A_005401-005794,shoot the rangers i don't know what the there's no telling what they'll do they'll proba-,1,,
Switchboard,sw02797-A_035278-035503,you know that's ridiculous,0,,
Switchboard,sw02595-A_041801-042056,yeah i think that's ridiculous isn't it,0,,
Switchboard,sw02173-A_010475-011771,i know i know it's funny that that women even like that show because he really is he's such a jerk but then it's just kind of funny because yo- you can sit there and laugh and go yeah what a guy [laughter] typical [laughter],1,,
Switchboard,sw04192-B_019524-020250,and it's just you know it's ridiculous when we could be spending the money to develop the technology to you know clean up some of these uh,1,,
Switchboard,sw02742-B_015567-016138,it's it's strange i'm an accountant and my wife manages most of the money so,0,,
Switchboard,sw04256-A_008275-009450,um no up here at honeywell we generally it's real real laid back in terms of dress uh most people have never seen a tie i don't think unless they're meeting with a with a customer [vocalized-noise],0,,
Switchboard,sw02064-A_003024-003608,and it seems to be a disproportionate number of blacks you know get into the system,0,,
Switchboard,sw02342-B_045532-045763,oh yeah i caught the end of that,0,,
Switchboard,sw02719-A_029607-030304,and that area is it changing back again so many people are moving back into those old houses and are restoring them,0,,
Switchboard,sw02678-A_005808-005919,hm,0,,
Switchboard,sw03193-A_014895-015022,sure,0,,
Switchboard,sw02085-B_057893-058739,you know the work they do could be totally eliminated and not that they aren't working not that they aren't trying or anything it's just that their jobs are useless,1,,
Switchboard,sw03295-A_013477-014033,yeah well that's very good have you heard uh dirty mind,1,,
Switchboard,sw03740-A_020699-020874,you're kidding,0,,
Switchboard,sw03194-B_003207-003824,[noise] they actually pay you money for that hm um brookshires up in allen,0,,
Switchboard,sw02295-A_000000-000657,all right well on this subject i really hadn't had to deal with putting someone in there yet,0,,
Switchboard,sw02424-B_041227-041607,but uh government is ridiculous,1,,
Switchboard,sw02775-B_034892-035197,i don't want to be a part of the rat race i want to be,0,,
Switchboard,sw02867-A_049097-050516,the the inspector would come by and say or the rifle range uh owner would come by and look at everyone's gun before he would step in front of you and so you need some sort of common sense as well as expertise with a gun before you put a bunch of dummies out there in front with guns now,0,,
Switchboard,sw02645-A_013598-014972,and uh and uh m._c._i.'s coming if if telemarketing is your bag personally i'd rather die a slow painful death but,0,,
Switchboard,sw04038-B_020888-021020,yeah,0,,
Switchboard,sw04026-A_009556-009723,that's incredib-,0,,
Switchboard,sw02643-B_057884-058671,uh uh two thousand square feet is probably i don't know if that's average or not yeah,0,,
Switchboard,sw02171-A_052894-053045,me and,0,,
Switchboard,sw02844-B_037728-038108,yeah cocker spaniels are loud [laughter] well there,0,,
Switchboard,sw02969-B_033136-033825,oh oh oh oh i bet you those are i bet you what those things are um is a dutch iris,0,,
Switchboard,sw02634-B_051021-051529,in defense of myself defense of my family or defense of my friends i can blow somebody a way in a heart beat,1,,
Switchboard,sw02255-A_026976-027848,and kansas just crept up on them and uh uh it was unbelievable because they they did that a few years ago too when they were seated a lot lower and they won th- the championship,0,,
Switchboard,sw04488-B_021346-022189,right but i mean w- we get hamburger in a package and then we end up we forget it came from an animal but i choose to forget i'm a hypocrite myself,0,,
Switchboard,sw02065-A_022306-022807,yeah well if they went awol what are you going to do shoot them put them in jail,0,,
Switchboard,sw02294-B_010526-011749,third trip down if it's for the same offense or for a totally different one this individual has proven that he does not want to conform to the rules of society so you kill him period end of story,1,,
Switchboard,sw04375-A_000000-000019,[noise],0,,
Switchboard,sw03576-A_004007-004705,my wife works in you know at at at the t._i. and she's uh sedentary all day long,0,,
Switchboard,sw04036-B_028250-028452,and then when,0,,
Switchboard,sw02278-B_031070-031969,yeah we're about ten miles south of lake ontario actually whoever built the city was an idiot in my opinion because they built it they built it far enough from the city that it actually couldn't be a port city,1,,
