Dataset,FileName,text,label2a,split,Sentiment,Original FileName,Starting,Ending
Social-IQ,uB3FdWmnFZU_trimmed-out112,"But I don't coz like they don't go down, they go to the side so I get the weird side boob. So when I see myself in the mirror I'm like ""oh yea, your tits don't look too bad"".",1,0,negative,uB3FdWmnFZU_trimmed-out,0:00:40,0:00:48
Social-IQ,Va54WZgPTdY_trimmed-out113,( LAUGHTER ) ( APPLAUSE ) ( CHEERS AND APPLAUSE ) ( LAUGHTER ) &gt;&gt; Stephen: SHUT UP!,1,0,positive,Va54WZgPTdY_trimmed-out,0:00:39,0:00:59
Social-IQ,vqFmKLl2hq4_trimmed-out114,What a geezer.,1,0,negative,vqFmKLl2hq4_trimmed-out,0:00:58,0:00:59
Social-IQ,VTPz9z7M6B8_trimmed-out115,"- Yep, they're farting out of pods.",1,0,negative,VTPz9z7M6B8_trimmed-out,0:00:54,0:00:56
Social-IQ,wYLmgQy6zq8_trimmed-out116,uh... and i remember watching the slow rocks cartoon is a little kid what this is new is an attack on environmentalism this uh... fake outrage and victimhood and acting as if it's wrong to teach kids baseball dodi's of not fucking upper environment and i don't mind the war anti-white suppliers initiate other than a fact that i don't know i don't like has a lot to profit from destroying the environment you know it's a business has a lot to profit from it it's become partisan issue because the reform party israel a wholly owned subsidiary of oil companies and banks so the dodo probate required to make it all over your eyes and by the way they do have a decent point here you live such a point yelling look at bandy into the live message there maybe babies mom got shot by a good republican hunter okay but you guys at all,1,0,negative,wYLmgQy6zq8_trimmed-out,0:00:00,0:00:56
Social-IQ,XjAmvLVbE3E_trimmed-out117,YOU ARE THE REAL CON MAN.,1,0,positive,XjAmvLVbE3E_trimmed-out,0:00:07,0:00:09
Social-IQ,XwUcQU9BFDI_trimmed-out118,"Because if the state with its claim to monopoly of violence is terribly hostile to trans people then they're going to be jailed, executed.",1,0,negative,XwUcQU9BFDI_trimmed-out,0:00:15,0:00:30
Social-IQ,XwUcQU9BFDI_trimmed-out119,"And if the message that the law is conveying is hate trans people or hate gays, or hate blacks, or hate whoever you hate, then that's going to show up as behavior in young, angry men.",1,0,negative,XwUcQU9BFDI_trimmed-out,0:00:36,0:00:51
Social-IQ,XYBx__4iAUw_trimmed-out120,She's gonna ruin the dress you're horrible.,1,0,negative,XYBx__4iAUw_trimmed-out,0:00:03,0:00:05
Social-IQ,yq1cX1lAyQg_trimmed-out121,"THESE KIDS DOWN THE STREET, THEY TOLD ME THAT GARBAGE MEN LIVE AT THE DUMP.",1,0,negative,yq1cX1lAyQg_trimmed-out,0:00:09,0:00:15
Social-IQ,ZfZhi8nnnLI_trimmed-out122,YOUR GRAVE'S ALREADY BEEN DUG.,1,0,negative,ZfZhi8nnnLI_trimmed-out,0:00:07,0:00:10
Social-IQ,_yHLgEDXZbI_trimmed-out123,"If you keep opposing in this way, you'll end up weeping and gnashing your teeth. Dad!",1,0,negative,_yHLgEDXZbI_trimmed-out,0:00:45,0:00:51
Social-IQ,bC9hc4cqHGY_trimmed-out124,- I'm a little afraid your skin's gonna burn off.,0,0,negative,bC9hc4cqHGY_trimmed-out,0:00:25,0:00:27
Social-IQ,imUigBNF-TE_trimmed-out125,"[ LAUGHTER ] &gt;&gt; THE JEWISH PERSON TAKES OFF HIS YAMIKA, UNDERNEATH IS A CHEETO.",0,0,negative,imUigBNF-TE_trimmed-out,0:00:51,0:00:56
Social-IQ,XE4ifwZqvEs_trimmed-out126,"Bring that dumbbell down to your right foot, and then chop it over.",0,0,positive,XE4ifwZqvEs_trimmed-out,0:00:06,0:00:10
Social-IQ,5slZuaphzVs_trimmed-out127,So I'm going to jump over you all right?,0,0,positive,5slZuaphzVs_trimmed-out,0:00:51,0:00:56
Social-IQ,460_-P8pK8E_trimmed-out128,"TH<00:01:55.514><c>AT</c><00:01:55.547><c> W</c><00:01:55.581><c>OR</c><00:01:55.614><c>D</c><00:01:58.585><c> N</c><00:01:58.618><c>EE</c><00:01:58.651><c>DS</c><00:01:58.685><c> T</c><00:01:58.718><c>O</c><00:01:58.751><c> </c><00:01:58.785><c>DI</c><00:01:58.818><c>E,</c><00:01:58.851><c> B</c><00:01:58.885><c>UT</c><00:01:58.918><c> T</c><00:01:59.218><c>HA</c><00:01:59.252><c>T</c> THAT WORD NEEDS TO DIE, BUT THAT THAT WORD NEEDS TO DIE, BUT THAT BE<00:01:59.418><c>IN</c><00:01:59.451><c>G </c><00:01:59.485><c>SA</c><00:01:59.518><c>ID</c><00:01:59.551><c>, </c><00:01:59.585><c>I</c><00:01:59.618><c> D</c><00:01:59.652><c>ON</c><00:01:59.685><c>'T</c><00:01:59.885><c> B</c><00:01:59.918><c>EL</c><00:01:59.952><c>IE</c><00:01:59.985><c>VE</c><00:02:00.553><c> T</c><00:02:00.586><c>HA</c><00:02:00.619><c>T</c> BEING SAID, I DON'T BELIEVE THAT BEING SAID, I DON'T BELIEVE THAT MO<00:02:01.187><c>M</c><00:02:01.220><c> B</c><00:02:01.253><c>EE</c><00:02:01.287><c> H</c><00:02:01.320><c>AS</c><00:02:01.888><c> H</c><00:02:01.921><c>AT</c><00:02:01.954><c>RE</c><00:02:01.988><c>D</c><00:02:02.021><c> I</c><00:02:02.054><c>N</c><00:02:03.289><c> H</c><00:02:03.322><c>ER</c><00:02:03.857><c> </c><00:02:03.890><c>HE</c><00:02:03.923><c>AR</c><00:02:03.957><c>T.</c> MOM BEE HAS HATRED IN HER HEART.",0,0,positive,460_-P8pK8E_trimmed-out,0:00:10,0:00:19
Social-IQ,UJLb8PfQYl8_trimmed-out129,Your playing with a LOL Doll!,0,0,neutral,UJLb8PfQYl8_trimmed-out,0:00:41,0:00:43
Social-IQ,eTnuG394AcY_trimmed-out130,"If it's dirty you want, dirty you get.",0,0,negative,eTnuG394AcY_trimmed-out,0:00:21,0:00:23
Social-IQ,eTnuG394AcY_trimmed-out131,You're playing dirty.,0,0,negative,eTnuG394AcY_trimmed-out,0:00:18,0:00:20
Social-IQ,eS9U1QO0F7M_trimmed-out132,"A GIRL'S HOUSE AND ME AND MY FRIEND STUPIDLY, AND DON'T DO THIS, KIDS, BUT IF YOU ARE UP AT THIS HOUR, YOU ARE ALREADY, YOU KNOW.",0,0,positive,eS9U1QO0F7M_trimmed-out,0:00:00,0:00:09
Social-IQ,YsBSR_z9BR8_trimmed-out133,IT'S CALLED THE WONDER NUGGET?,0,0,positive,YsBSR_z9BR8_trimmed-out,0:00:02,0:00:04
Social-IQ,zqgqVF6lWB0_trimmed-out134,- It's like a stink .. like they're gonna (snif) - like they smelled a fart or something.,0,0,negative,zqgqVF6lWB0_trimmed-out,0:00:25,0:00:30
Social-IQ,TpH0DD3MCUQ_trimmed-out135,"look Look the light bulb dumb. I'll give you a pass on this one You can try the natural on so the light bulb was done, and you know it was pretty nice But with the next bit of chocolate, we're Gonna try I'm gonna let mom do that on a show they met these are freaking scissors mama move what you gonna do with them I caught something yeah cook all your hair. This is like this a hair tutorial. Oh, no You might try tell me what [they] [taste] like which sugar for this end. Oh Mmm wrecked now I spoiled your mutter Your mum, open your mouth. Let me give it [I] [know] [is] [that] dark chocolate oh thats dark chocolate nice hmM looks like the diet is gone out the window But you know these are pretty good, so I gotta give the diet apartment. He's a cheat day It's a cheat day also in this part There's a bunch of these which are freaking like nuts and bolts, so just don't try that",0,0,negative,TpH0DD3MCUQ_trimmed-out,0:00:05,0:00:58
Social-IQ,z6qavchy4Ho_trimmed-out136,"SO IT HAPPENED TWO YEARS AGO, AND YOU WERE SHOT FIVE TIMES.",0,0,negative,z6qavchy4Ho_trimmed-out,0:00:27,0:00:31
Social-IQ,Am6NHDbj6XA_trimmed-out137,"&gt;&gt; Jimmy: YEAH, YOU'RE ON FIRE.",0,0,positive,Am6NHDbj6XA_trimmed-out,0:00:12,00:00:12.278 align:start position:0%
Social-IQ,ZuBzOV1ADkk_trimmed-out138,what the hell happened?,0,0,negative,ZuBzOV1ADkk_trimmed-out,0:00:00,0:00:02
Social-IQ,mPAESQEQoms_trimmed-out139,"Like, ""Women talk too much...",0,0,negative,mPAESQEQoms_trimmed-out,0:00:40,0:00:42
Social-IQ,tvcrwTcA5iw_trimmed-out140,"Look, the horses is even like, ""I'm getting the [bleep] out of here, man!"" [ Laughter ] That's a damn dragon!",0,0,positive,tvcrwTcA5iw_trimmed-out,0:00:12,0:00:18
Social-IQ,kOIWYXDRR7s_trimmed-out141,"BUT DRUGS ARE SERIOUS AND DANGEROUS, GUNS IS HAPPY FUN TIME, WHO CARES IF ANYONE GETS THEIR HANDS ON THEM?",0,0,negative,kOIWYXDRR7s_trimmed-out,0:00:11,0:00:14
Social-IQ,tvcrwTcA5iw_trimmed-out142,Burn it up!,0,0,negative,tvcrwTcA5iw_trimmed-out,0:00:09,0:00:12
Social-IQ,9kLNVTm3Z90_trimmed-out143,you kind of expect everybody to be an extrovert out there.,0,0,negative,9kLNVTm3Z90_trimmed-out,0:00:00,0:00:03
Social-IQ,jKguXsNkJ4w_trimmed-out144,"R-E-S-P-E-C-T, take care, TCB, oh, sock it to me, sock it to me, sock it to me.",0,0,positive,jKguXsNkJ4w_trimmed-out,0:00:38,0:00:44
Social-IQ,LBd5x_fe4Jc_trimmed-out145,LE<00:03:05.551><c>T</c><00:03:05.618><c> W</c><00:03:05.651><c>OM</c><00:03:05.684><c>EN</c><00:03:05.885><c> D</c><00:03:05.918><c>EA</c><00:03:05.951><c>L</c><00:03:06.019><c> W</c><00:03:06.052><c>IT</c><00:03:06.085><c>H</c><00:03:06.286><c> T</c><00:03:06.319><c>HE</c><00:03:06.352><c>IR</c><00:03:06.419><c> O</c><00:03:06.452><c>WN</c><00:03:08.688><c> </c> LET WOMEN DEAL WITH THEIR OWN LET WOMEN DEAL WITH THEIR OWN IS<00:03:08.854><c>SU</c><00:03:08.888><c>ES</c><00:03:08.921><c>.</c> ISSUES.,0,0,positive,LBd5x_fe4Jc_trimmed-out,0:00:18,0:00:22
Social-IQ,_LUX70mXcEE_trimmed-out146,"I'm like, Damn, Daniel, and then all these girls started screaming in the background- &gt;&gt; Yeah.",0,0,negative,_LUX70mXcEE_trimmed-out,0:00:10,0:00:13
Social-IQ,Am6NHDbj6XA_trimmed-out147,"IT<00:00:12.311><c>'S</c><00:00:12.344><c> C</c><00:00:12.378><c>RA</c><00:00:12.411><c>ZY</c><00:00:12.444><c>.</c> &gt;&gt; Jimmy: YEAH, YOU'RE ON FIRE.",0,0,positive,Am6NHDbj6XA_trimmed-out,0:00:12,00:00:13.012 align:start position:0%
Social-IQ,rZLwPui5TQk_trimmed-out148,"&gt;&gt; OTHER THAN BEING A JERK, YES.",0,0,positive,rZLwPui5TQk_trimmed-out,0:00:04,0:00:06
Social-IQ,fmuEMg2fh_8_trimmed-out149,"MUCH, BUT YOURE A GIVER.",0,0,positive,fmuEMg2fh_8_trimmed-out,0:00:43,0:00:45
Social-IQ,DpTB4TDKIa0_trimmed-out150,- ...your head off.,0,0,negative,DpTB4TDKIa0_trimmed-out,0:00:48,0:00:49
Social-IQ,aXiMaioTUkg_trimmed-out151,"Superman here's a picture of the Superman. It's when you lay down on the toilet like this I'll just do a handstand not everyone is you Quentin, but you're the life of a handstand, man oh Why did I make that shit. Tanners idea of getting dressed for the vlog?",0,0,negative,aXiMaioTUkg_trimmed-out,0:00:17,0:00:31
Social-IQ,XE4ifwZqvEs_trimmed-out152,"And you're working the quads, the glutes, the hamstrings, your core, the lower abs, the lower back, the shoulders, and the triceps.",0,0,positive,XE4ifwZqvEs_trimmed-out,0:00:13,0:00:22
Social-IQ,YsBSR_z9BR8_trimmed-out153,&gt;&gt; Stephen: WONDER NUGGET.,0,0,positive,YsBSR_z9BR8_trimmed-out,0:00:14,0:00:16
Social-IQ,ZyIQkgixS_o_trimmed-out154,"and then it falls out all over itself, and you can't even put ""Grandma, we loved you."" Try to write that one a pie. Grandma's gonna die at some point, and you gotta celebrate it in some way, and you wanna send a message.",0,0,negative,ZyIQkgixS_o_trimmed-out,0:00:00,0:00:11
Social-IQ,Am6NHDbj6XA_trimmed-out155,"&gt;&gt; Jimmy: YEAH, YOU'RE ON FIRE.",0,0,positive,Am6NHDbj6XA_trimmed-out,0:00:12,00:00:12.945 align:start position:0%
Social-IQ,4HN0caXjW3s_trimmed-out156,YOU'LL BE THE BAD GUY.,0,0,positive,4HN0caXjW3s_trimmed-out,0:00:00,0:00:01
Social-IQ,rB6WmWvvyxg_trimmed-out157,You would think people are bullied for their looks or their sexual orientation.,0,0,negative,rB6WmWvvyxg_trimmed-out,0:00:04,0:00:09
Social-IQ,Z86hdiW6l6c_trimmed-out158,"(laughing) Yes, and you've been taught, no, no (mumbles) with your mouth full.",0,0,positive,Z86hdiW6l6c_trimmed-out,0:00:11,0:00:15
Social-IQ,oW3UPfXHSUs_trimmed-out159,INDIANA TO DISCRIMINATE AGAINST GAYS OR LESBIANS?,0,0,negative,oW3UPfXHSUs_trimmed-out,0:00:00,0:00:04
Social-IQ,C2PneBztZ3g_trimmed-out160,"WE'RE ABOUT TO HAVE $66 WORTH OF FU<00:04:44.884><c>N,</c><00:04:44.917><c> G</c><00:04:44.951><c>IR</c><00:04:44.984><c>L.</c> WE'RE ABOUT TO HAVE $66 WORTH OF FUN, GIRL.",0,0,positive,C2PneBztZ3g_trimmed-out,0:00:19,0:00:21
Social-IQ,qRM1D4jE09w_trimmed-out161,this I die within five minutes a planning beach well you know what like everybody Alonso Mack Christy and bad and this is a separate video on edge up tomorrow which warrants discussion but the spoiler the race you wish or so and don't wash the car now if you don't wanna so what the fuck why I don't dumb the ending like like you million wake up at the end but you knew there was a possibility that they wouldn't be able to not have the movie and with him waking up somewhere but he appears to wake up the day before yes ended yesterday yet that thinks he believed in repeating the day again and again and again had already happened alright I impossible given the parameters of what you're talking about,0,0,negative,qRM1D4jE09w_trimmed-out,0:00:00,0:00:57
Social-IQ,4yr_etbfZtQ_trimmed-out162,"Yeah, in hindsight, whoever taught me that saying is a massive racist.",0,0,negative,4yr_etbfZtQ_trimmed-out,0:00:32,0:00:36
Social-IQ,gDUFvLWl-Oc_trimmed-out163,YOUR BIGGEST WEAKNESS.,0,0,negative,gDUFvLWl-Oc_trimmed-out,0:00:00,0:00:02
Social-IQ,RZzaa_PqNJI_trimmed-out164,CRAZY!,0,0,negative,RZzaa_PqNJI_trimmed-out,0:00:38,0:00:39
Social-IQ,CwanEycyH_8_trimmed-out165,"You know, I didn't know you had a daughter when I called the cops on you.",0,0,neutral,CwanEycyH_8_trimmed-out,0:00:46,0:00:52
Social-IQ,rZLwPui5TQk_trimmed-out166,"AND WE'RE GOING TO KILL ISIS, YES.",0,0,positive,rZLwPui5TQk_trimmed-out,0:00:29,0:00:31
Social-IQ,HPszYa77CkM_trimmed-out167,"( LAUGHTER ) ALL RIGHT, GET OUT OF HERE.",0,0,positive,HPszYa77CkM_trimmed-out,0:00:33,0:00:35
Social-IQ,rnj_bAv7Hyo_trimmed-out168,YOU WOULD LIVE.,0,0,positive,rnj_bAv7Hyo_trimmed-out,0:00:55,0:00:57
Social-IQ,WBOT0Tqpbag_trimmed-out169,We spent about four million pound this season. Huddersfield have spent fucking more than us!,0,0,negative,WBOT0Tqpbag_trimmed-out,0:00:49,0:00:55
Social-IQ,Am6NHDbj6XA_trimmed-out170,"&gt;&gt; Jimmy: YEAH, YOU'RE ON FIRE.",0,0,positive,Am6NHDbj6XA_trimmed-out,0:00:13,00:00:14.147 align:start position:0%
Social-IQ,4yr_etbfZtQ_trimmed-out171,"If I drank it, it would firebomb my guts.",0,0,negative,4yr_etbfZtQ_trimmed-out,0:00:13,0:00:15
Social-IQ,WBOT0Tqpbag_trimmed-out172,It's beyond the fucking joke.,0,0,negative,WBOT0Tqpbag_trimmed-out,0:00:14,0:00:17
Social-IQ,mNcdlLIOdNw_trimmed-out173,SHE'S HYPERVENT LATING.,0,0,negative,mNcdlLIOdNw_trimmed-out,0:00:48,0:00:48
Social-IQ,kGoON1J872w_trimmed-out174,Screwing the enemy to death?,0,0,negative,kGoON1J872w_trimmed-out,0:00:28,0:00:30
Social-IQ,spdhjKK6zCo_trimmed-out175,"Tell no one, seek no help, or the only thing you will be authoring henceforth is your own death.",0,0,negative,spdhjKK6zCo_trimmed-out,0:00:04,0:00:10
Social-IQ,tvcrwTcA5iw_trimmed-out176,That's a damn dragon!,0,0,positive,tvcrwTcA5iw_trimmed-out,0:00:18,0:00:23
Social-IQ,kGoON1J872w_trimmed-out177,-And the next day it's black people.,0,0,negative,kGoON1J872w_trimmed-out,0:00:02,0:00:03
Social-IQ,nEpJaJyeRy8_trimmed-out178,&gt;&gt; AND YOU'RE STILL A BITCH.,0,0,neutral,nEpJaJyeRy8_trimmed-out,0:00:21,0:00:23
Social-IQ,CoMz3JOnZFo_trimmed-out179,Do not be putting me in a room full of spiders.,0,0,negative,CoMz3JOnZFo_trimmed-out,0:00:03,0:00:09
Social-IQ,sJR9QjezRGg_trimmed-out180,"I THINK THE PROBLEM REALLY ARISES WHEN YOU START NOT-- WHEN YOU GET PUNCH DRUNK, RIGHT.",0,0,neutral,sJR9QjezRGg_trimmed-out,0:00:17,0:00:23
Social-IQ,zVrWAxxLuA0_trimmed-out181,"&gt;&gt; THEY SAID, WE'VE GOT A GUY WHO KILLS AN OLD LADY WITH A LIVE BOMB, WE THOUGHT OF YOU.",0,0,negative,zVrWAxxLuA0_trimmed-out,0:00:00,0:00:06
Social-IQ,KCbXRRvnFj8_trimmed-out182,"If I should accidentally hit you in the head, you??ll be fine.",0,0,neutral,KCbXRRvnFj8_trimmed-out,0:00:58,0:01:00
Social-IQ,kOIWYXDRR7s_trimmed-out183,"SO LET'S FUCKING GIVE UP, LET'S NOT HAVE LAWS ABOUT ANYTHING.",0,0,negative,kOIWYXDRR7s_trimmed-out,0:00:04,0:00:07
Social-IQ,V-qtKSEGAac_trimmed-out184,"I'm too hot - Hot both: Hot damn Call the police and the fireman I'm too hot - Hot damn both: Make a dragon want to retire, man - Too hot - Hot damn both: Say my name, you know who I am",0,0,positive,V-qtKSEGAac_trimmed-out,0:00:47,0:01:00
Social-IQ,XFGAQrEUaeU_trimmed-out185,No shit?,0,0,positive,XFGAQrEUaeU_trimmed-out,0:00:39,0:00:40
Social-IQ,WBOT0Tqpbag_trimmed-out186,He's over in America now; I bet he don't even know the fucking result! He's just bought a ranch bigger than Birmingham!,0,0,neutral,WBOT0Tqpbag_trimmed-out,0:00:25,0:00:31
Social-IQ,CwanEycyH_8_trimmed-out187,He doesn't wanna shut you out.,0,0,neutral,CwanEycyH_8_trimmed-out,0:00:17,0:00:19
Social-IQ,im_uLJKzs-4_trimmed-out188,TH<00:03:39.652><c>EY</c><00:03:39.786><c> D</c><00:03:39.819><c>ON</c><00:03:39.852><c>'T</c><00:03:39.919><c> L</c><00:03:39.952><c>IK</c><00:03:39.985><c>E</c><00:03:40.153><c> </c><00:03:40.420><c>LI</c><00:03:40.453><c>AR</c><00:03:40.486><c>S.</c> THEY DON'T LIKE LIARS.,0,0,positive,im_uLJKzs-4_trimmed-out,0:00:05,0:00:07
Social-IQ,nEpJaJyeRy8_trimmed-out189,YOU GOT PISSED WHEN HE SLEPT IN ANOTHER ROOM.,0,0,negative,nEpJaJyeRy8_trimmed-out,0:00:47,0:00:50
Social-IQ,2G-B5upjLjM_trimmed-out190,He's the new blood.,0,0,positive,2G-B5upjLjM_trimmed-out,0:00:46,0:00:47
Social-IQ,mPAESQEQoms_trimmed-out191,No. 'Cause he's an idiot.,0,0,negative,mPAESQEQoms_trimmed-out,0:00:35,0:00:37
Social-IQ,WBOT0Tqpbag_trimmed-out192,He bought a vineyard; he don't give a fuck about us!,0,0,negative,WBOT0Tqpbag_trimmed-out,0:00:31,0:00:34
Social-IQ,Mek_AQ5DbUs_trimmed-out193,"(yelling) Ethan's turn. Roll the die, Ethan.",0,0,positive,Mek_AQ5DbUs_trimmed-out,0:00:23,0:00:26
Social-IQ,87yBSfgwoUI_trimmed-out194,Do you want me to put my hands on your...,0,0,negative,87yBSfgwoUI_trimmed-out,0:00:52,0:00:54
Social-IQ,VP4rHzYyuL0_trimmed-out195,SLAVES AND NATIVE AMERICANS.,0,0,negative,VP4rHzYyuL0_trimmed-out,0:00:07,0:00:09
Social-IQ,RZzaa_PqNJI_trimmed-out196,"GIRLFRIEND?,  THIS IS GIRLFRIEND?,  THIS IS GIRLFRIEND?,  THIS IS CRAZY!",0,0,positive,RZzaa_PqNJI_trimmed-out,0:00:38,0:00:38
Social-IQ,RsqRaVYQ6Cc_trimmed-out197,"Yeah, where's david ass we do twin shit. We do anything. What's up, David Stan. What's up for the vlog?",0,0,negative,RsqRaVYQ6Cc_trimmed-out,0:00:00,0:00:08
Social-IQ,kGoON1J872w_trimmed-out198,-And the gays!,0,0,positive,kGoON1J872w_trimmed-out,0:00:09,0:00:11
Social-IQ,HPszYa77CkM_trimmed-out199,"( LAUGHTER ) &gt;&gt; Stephen: IF I DIDN'T LOVE YOU SO MUCH, I WOULD HATE YOU.",0,0,positive,HPszYa77CkM_trimmed-out,0:00:24,0:00:33
Social-IQ,4HN0caXjW3s_trimmed-out200,"BUT DAMN, WE'RE WINNING.",0,0,positive,4HN0caXjW3s_trimmed-out,0:00:22,0:00:23
Social-IQ,Qf2fBuiddNI_trimmed-out201,"‘÷Ω Hush little child ‘÷Ω In your nighttime gown ‘÷Ω To calm you I'll be hanging you upside down ‘÷Ω The blood to your head ‘÷Ω Will be a quick fix ‘÷Ω So mommy and daddy can watch some Netflix - You definitely, no you wrote the last part.",0,0,negative,Qf2fBuiddNI_trimmed-out,0:00:20,0:00:42
Social-IQ,eTnuG394AcY_trimmed-out202,You want to play dirty dad?,0,0,negative,eTnuG394AcY_trimmed-out,0:00:16,0:00:18
Social-IQ,3yovMKR__4Q_trimmed-out203,"- [Lisa] I'm gonna tighten it on the back of your head, right here.",0,0,neutral,3yovMKR__4Q_trimmed-out,0:00:51,0:00:53
Social-IQ,A4gVxvYFA3M_trimmed-out204,Blood everywhere.,0,0,negative,A4gVxvYFA3M_trimmed-out,0:00:44,0:00:45
Social-IQ,4pYqIEQow2s_trimmed-out205,And I want you to take off your blindfold right now.,0,0,positive,4pYqIEQow2s_trimmed-out,0:00:54,0:00:58
Social-IQ,LBd5x_fe4Jc_trimmed-out206,WOMEN FROM WOMEN.,0,0,positive,LBd5x_fe4Jc_trimmed-out,0:00:18,0:00:22
Social-IQ,PiYhxJzWLzo_trimmed-out207,Stop touching me !,0,0,negative,PiYhxJzWLzo_trimmed-out,0:00:08,0:00:10
Social-IQ,mPAESQEQoms_trimmed-out208,"Yeah, obviously because he's sexist.",0,0,negative,mPAESQEQoms_trimmed-out,0:00:33,0:00:35
Social-IQ,7FYHA728nBI_trimmed-out209,"So basically what you're doing is you're data mining the human and the human genome, and trying to do some sort of - &gt;&gt; We're not doing the 23andme, which tells you you have a propensity to be fat.",0,0,negative,7FYHA728nBI_trimmed-out,0:00:16,0:00:29
Social-IQ,HPszYa77CkM_trimmed-out210,&gt;&gt; I'M NOT SURE THAT GETTING MORE LOVE MAKES YOU THE LOSER.,0,0,negative,HPszYa77CkM_trimmed-out,0:00:06,0:00:10
Social-IQ,D56yCIgqqgk_trimmed-out211,Sex.,0,0,positive,D56yCIgqqgk_trimmed-out,0:00:46,0:00:49
Social-IQ,DelU5tQ4grw_trimmed-out212,"(crying) - Don't give me that bullshit, just hug me.",0,0,negative,DelU5tQ4grw_trimmed-out,0:00:33,0:00:37
Social-IQ,NysITFb_Wbs_trimmed-out213,-Because we can't just -be Democrats because we're black. -That's right.,0,0,positive,NysITFb_Wbs_trimmed-out,0:00:37,0:00:42
Social-IQ,nEpJaJyeRy8_trimmed-out214,&gt;&gt; I SEE WHERE THE BITCH IS.,0,0,positive,nEpJaJyeRy8_trimmed-out,0:00:13,0:00:17
Social-IQ,cwoR3fkcJ9g_trimmed-out215,Booze.,0,0,negative,cwoR3fkcJ9g_trimmed-out,0:00:31,0:00:32
Social-IQ,7FYHA728nBI_trimmed-out216,"you're over 40 years old, PS-1, the PS scan.",0,0,negative,7FYHA728nBI_trimmed-out,0:00:00,0:00:04
Social-IQ,tvcrwTcA5iw_trimmed-out217,"Oh, damn.",0,0,negative,tvcrwTcA5iw_trimmed-out,0:00:23,0:00:27
Social-IQ,_LUX70mXcEE_trimmed-out218,"But so now you're, Damn Josh, you're wearing those shoes too.",0,0,positive,_LUX70mXcEE_trimmed-out,0:00:41,0:00:45
Social-IQ,i7JGn06gsnA_trimmed-out219,ARE SO TINY.,0,0,negative,i7JGn06gsnA_trimmed-out,0:00:59,0:00:59
Social-IQ,460_-P8pK8E_trimmed-out220,MOM BEE HAS HATRED IN HER HEART.,0,0,negative,460_-P8pK8E_trimmed-out,0:00:19,0:00:25
Social-IQ,66ojfophGys_trimmed-out221,"BEN, YOU NEEDS THE VIAGRA?",0,0,negative,66ojfophGys_trimmed-out,0:00:31,0:00:34
Social-IQ,VsSGubvfPiA_trimmed-out222,What the hell are you talking about?,0,0,negative,VsSGubvfPiA_trimmed-out,0:00:02,0:00:04
Social-IQ,WBOT0Tqpbag_trimmed-out223,That's the biggest fucking problem. Y'know what I mean?,0,0,negative,WBOT0Tqpbag_trimmed-out,0:00:22,0:00:25
Social-IQ,TCCYCSACA2Y_trimmed-out224,&gt;&gt; AND SHE SAID I HOPE YOU DON'T DIE.,0,0,positive,TCCYCSACA2Y_trimmed-out,0:00:40,0:00:43
Social-IQ,4pYqIEQow2s_trimmed-out225,"I'm gonna have to blindfold you, and we're gonna take you someplace to surprise you.",0,0,positive,4pYqIEQow2s_trimmed-out,0:00:00,0:00:05
Social-IQ,F2Xul-ihUVc_trimmed-out226,"such a big impact in even like the gallery scene from the streets and kind of transferred over to like you sell prints for a lot, or you sell original like for shit tons of money, does it change like the art to you?",0,0,positive,F2Xul-ihUVc_trimmed-out,0:00:00,0:00:12
Social-IQ,imUigBNF-TE_trimmed-out227,"&gt;&gt; THEIR MOM IS LIKE, ""HEY, WHAT IS GOING ON BACK THERE?"" &gt;&gt; AND THEY'RE LIKE, ""JUST EATING CHEETOS, MOM."" &gt;&gt; CUT TO CHEETOS.",0,0,negative,imUigBNF-TE_trimmed-out,0:00:11,0:00:19
Social-IQ,rZLwPui5TQk_trimmed-out228,"IT'S ALSO LIKE YOU'RE NOT ARAB ENOUGH, YOU'RE NOT EGYPTIAN ENOUGH.",0,0,negative,rZLwPui5TQk_trimmed-out,0:00:54,0:00:59
Social-IQ,2NE4KCCfutk_trimmed-out229,&gt;&gt;SO'S YOUR MOM!,0,0,positive,2NE4KCCfutk_trimmed-out,0:00:12,0:00:13
Social-IQ,mO8TK-QaIf8_trimmed-out230,That just confuses the crap out of me.,0,0,negative,mO8TK-QaIf8_trimmed-out,0:00:45,0:00:47
Social-IQ,hcu4zY2HUQY_trimmed-out231,ALL HE HAD TO DO WAS TAKE A DUMP ON THE STAGE.,0,0,negative,hcu4zY2HUQY_trimmed-out,0:00:06,0:00:08
Social-IQ,VX671ftXpMU_trimmed-out232,- You can hit!,0,0,positive,VX671ftXpMU_trimmed-out,0:00:55,0:00:56
Social-IQ,zzWaf1z9kgk_trimmed-out233,(laughs) Ti-nig-yur-burp.,0,0,positive,zzWaf1z9kgk_trimmed-out,0:00:00,0:00:02
Social-IQ,tvcrwTcA5iw_trimmed-out234,You know Cersei ass going come up with a damn dragon gun.,0,0,negative,tvcrwTcA5iw_trimmed-out,0:00:27,0:00:33
Social-IQ,4yr_etbfZtQ_trimmed-out235,Mm. That tastes like balls.,0,0,negative,4yr_etbfZtQ_trimmed-out,0:00:43,0:00:47
Social-IQ,7_lpdZhf28E_trimmed-out236,"IF I DIE, I WON'T FEEL A GODDAMN THING.",0,0,positive,7_lpdZhf28E_trimmed-out,0:00:43,0:00:46
